deployment_code,detection_start_datetime,detection_end_datetime,detection_effort_secs,detection_sound_source_code,organization_code,analysis_code,detection_call_type_code,detection_result_code
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T02:04:59Z,2024-10-29T02:19:52Z,893,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T02:06:41Z,2024-10-07T02:45:46Z,2345,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T02:15:18Z,2024-11-07T02:49:25Z,2048,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T02:17:54Z,2024-11-04T02:50:50Z,1977,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T02:19:05Z,2024-09-20T02:59:25Z,2420,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-30T02:28:32Z,2024-11-13T02:28:49Z,17,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T02:37:12Z,2024-10-12T02:51:37Z,866,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241005_RODEOHACK,2026-01-30T02:42:13Z,2024-10-09T02:48:41Z,388,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T02:51:39Z,2024-09-15T02:51:42Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T02:59:16Z,2024-11-07T03:00:04Z,48,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T03:11:19Z,2024-12-01T03:27:24Z,965,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T03:27:27Z,2024-11-08T03:27:51Z,23,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T03:32:39Z,2024-09-15T03:55:59Z,1401,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-30T03:42:58Z,2024-11-18T04:05:25Z,1347,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T03:44:36Z,2024-10-10T04:06:24Z,1308,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T04:15:40Z,2024-09-16T04:29:19Z,819,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T04:47:09Z,2024-11-04T04:48:53Z,103,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T04:52:29Z,2024-11-03T05:02:00Z,571,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-30T04:56:02Z,2024-09-20T05:10:10Z,848,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T04:59:25Z,2024-09-17T05:16:07Z,1002,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T05:02:16Z,2024-10-10T05:15:40Z,803,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-30T05:12:53Z,2024-11-11T05:13:00Z,7,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T05:13:05Z,2024-10-27T06:10:55Z,3470,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T05:19:08Z,2024-11-02T05:23:11Z,243,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T05:40:34Z,2024-10-10T06:20:38Z,2404,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-30T06:03:09Z,2024-09-18T06:03:22Z,13,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-30T06:36:47Z,2024-09-20T06:42:56Z,369,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T06:47:52Z,2024-10-09T07:00:07Z,735,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-30T06:54:24Z,2024-11-09T07:20:51Z,1587,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T06:58:09Z,2024-09-15T07:02:52Z,284,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_RODEOHACK,2026-01-30T07:22:39Z,2024-11-28T07:26:53Z,255,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T07:30:34Z,2024-09-20T07:52:46Z,1331,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T07:38:34Z,2024-09-19T08:08:52Z,1819,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T07:42:21Z,2024-12-02T07:46:29Z,248,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-30T07:45:17Z,2024-11-06T08:13:18Z,1681,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T07:58:04Z,2024-09-18T08:08:32Z,628,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T08:00:11Z,2024-11-03T08:14:53Z,881,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T08:00:55Z,2024-11-06T08:14:31Z,816,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T08:03:38Z,2024-12-02T08:16:20Z,762,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T08:13:20Z,2024-10-30T08:33:47Z,1227,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-30T08:16:13Z,2024-11-02T08:38:56Z,1363,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T08:17:33Z,2024-09-22T08:27:15Z,582,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T08:29:52Z,2024-09-20T08:35:26Z,334,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T08:33:39Z,2024-09-23T08:34:02Z,23,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T08:56:46Z,2024-11-02T09:00:00Z,194,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T08:59:40Z,2024-10-29T09:29:03Z,1763,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-30T09:04:09Z,2024-09-18T09:19:34Z,924,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T09:12:58Z,2024-10-09T09:13:02Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-30T09:27:01Z,2024-09-19T09:39:06Z,725,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T09:29:00Z,2024-11-01T09:50:17Z,1277,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T09:30:53Z,2024-09-20T09:38:09Z,436,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-30T09:44:18Z,2024-09-17T10:02:25Z,1087,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T09:55:16Z,2024-11-08T10:04:59Z,583,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_RODEOHACK,2026-01-30T10:02:05Z,2024-08-22T10:07:52Z,347,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T10:17:24Z,2024-09-19T10:36:55Z,1171,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-30T10:44:49Z,2024-11-09T11:03:27Z,1119,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240820_RODEOHACK,2026-01-30T10:59:49Z,2024-08-22T10:59:50Z,1,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T11:07:18Z,2024-11-06T11:08:41Z,83,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T11:09:41Z,2024-11-24T11:09:47Z,6,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T11:12:16Z,2024-10-27T11:50:14Z,2278,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T11:26:24Z,2024-10-29T11:29:09Z,165,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T11:32:06Z,2024-10-10T11:37:49Z,343,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T12:00:50Z,2024-11-04T12:26:09Z,1518,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_RODEOHACK,2026-01-30T12:18:30Z,2024-11-26T12:21:31Z,181,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T12:19:16Z,2024-11-06T12:22:17Z,181,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T12:19:36Z,2024-10-12T12:28:58Z,563,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T12:22:48Z,2024-11-04T12:22:53Z,5,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241009_RODEOHACK,2026-01-30T12:51:24Z,2024-10-15T13:00:42Z,558,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T12:51:46Z,2024-10-10T13:20:38Z,1732,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T13:21:47Z,2024-09-23T13:23:12Z,85,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_RODEOHACK,2026-01-30T13:39:45Z,2024-08-27T13:46:08Z,383,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-30T13:45:23Z,2024-11-15T14:06:46Z,1283,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T13:47:49Z,2024-09-22T14:03:13Z,924,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T14:02:41Z,2024-11-25T14:10:54Z,493,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T14:14:29Z,2024-09-20T14:17:39Z,189,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T14:57:00Z,2024-10-07T15:08:46Z,706,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T15:11:46Z,2024-09-17T15:17:30Z,344,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T15:12:21Z,2024-10-07T15:37:13Z,1492,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T15:13:27Z,2024-09-23T15:33:40Z,1212,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240823_RODEOHACK,2026-01-30T15:32:33Z,2024-08-23T15:41:01Z,508,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T15:36:41Z,2024-09-15T15:47:23Z,642,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T15:50:43Z,2024-11-03T15:50:45Z,2,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T15:50:46Z,2024-10-11T16:06:15Z,929,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T15:57:40Z,2024-09-23T16:10:08Z,748,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T16:06:49Z,2024-09-17T16:21:21Z,872,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T16:23:39Z,2024-11-08T17:04:33Z,2454,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241005_RODEOHACK,2026-01-30T16:34:32Z,2024-10-07T16:41:25Z,414,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-30T16:36:47Z,2024-09-16T16:59:04Z,1336,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T16:46:53Z,2024-11-26T16:52:13Z,320,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T16:47:16Z,2024-09-21T16:52:11Z,294,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T16:55:23Z,2024-10-08T16:58:36Z,194,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T16:57:39Z,2024-11-01T17:18:06Z,1227,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T17:19:20Z,2024-10-29T17:47:27Z,1687,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_RODEOHACK,2026-01-30T17:22:09Z,2024-12-01T18:06:47Z,2678,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T17:22:39Z,2024-09-22T17:34:11Z,691,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T17:23:53Z,2024-11-28T18:05:34Z,2501,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T17:34:54Z,2024-10-09T18:10:47Z,2153,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241120_RODEOHACK,2026-01-30T17:43:10Z,2024-11-24T18:26:33Z,2603,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T17:44:53Z,2024-11-24T17:47:54Z,181,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-30T17:46:02Z,2024-11-15T18:06:46Z,1243,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T17:48:13Z,2024-11-05T18:02:26Z,853,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T18:07:27Z,2024-11-02T18:07:40Z,13,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_RODEOHACK,2026-01-30T18:09:21Z,2024-11-30T18:45:34Z,2173,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T18:28:18Z,2024-10-29T18:59:01Z,1843,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-30T18:28:46Z,2024-11-21T18:41:57Z,791,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-30T18:36:30Z,2024-10-29T19:12:43Z,2173,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_RODEOHACK,2026-01-30T18:54:15Z,2024-12-02T19:18:39Z,1464,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T19:01:05Z,2024-11-02T19:01:08Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T19:01:18Z,2024-10-28T19:38:27Z,2229,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T19:13:10Z,2024-11-30T19:26:52Z,822,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T19:21:41Z,2024-11-04T20:05:53Z,2652,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-30T19:24:45Z,2024-09-16T19:38:32Z,826,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T19:26:19Z,2024-11-02T19:33:14Z,415,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-30T19:56:34Z,2024-11-10T20:31:07Z,2073,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-30T20:03:04Z,2024-10-28T20:03:08Z,5,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T20:11:34Z,2024-09-18T20:27:25Z,951,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-30T20:18:20Z,2024-09-17T20:32:58Z,878,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T20:23:32Z,2024-10-30T20:53:09Z,1777,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-30T20:25:09Z,2024-11-15T20:25:12Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241111_RODEOHACK,2026-01-30T20:27:13Z,2024-11-13T20:46:28Z,1155,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T20:29:28Z,2024-11-03T20:58:50Z,1763,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T20:31:46Z,2024-09-23T20:31:57Z,11,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T20:34:30Z,2024-10-08T20:34:37Z,7,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T20:47:34Z,2024-11-08T21:10:25Z,1371,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T20:52:20Z,2024-11-04T21:10:51Z,1110,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T20:59:49Z,2024-09-18T21:25:07Z,1517,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T21:12:16Z,2024-11-03T21:18:04Z,348,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241122_RODEOHACK,2026-01-30T21:13:11Z,2024-11-29T21:31:55Z,1124,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241123_RODEOHACK,2026-01-30T21:25:17Z,2024-11-27T21:25:20Z,3,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T21:32:09Z,2024-09-16T21:53:31Z,1282,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T21:42:54Z,2024-11-02T22:25:32Z,2558,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241006_RODEOHACK,2026-01-30T21:43:06Z,2024-10-07T22:11:00Z,1674,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T22:00:11Z,2024-09-21T22:00:13Z,2,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T22:10:31Z,2024-10-28T22:44:06Z,2015,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241026_RODEOHACK,2026-01-30T22:13:11Z,2024-11-07T22:21:57Z,526,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241028_RODEOHACK,2026-01-30T22:25:12Z,2024-10-31T22:41:43Z,991,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T22:26:29Z,2024-09-14T22:31:40Z,310,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T22:31:30Z,2024-11-01T23:06:03Z,2073,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240914_RODEOHACK,2026-01-30T22:39:18Z,2024-09-18T22:49:11Z,593,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20240913_RODEOHACK,2026-01-30T22:50:50Z,2024-09-18T23:22:04Z,1874,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
SWFSC_NEPAC_20241027_RODEOHACK,2026-01-30T22:55:37Z,2024-10-30T00:04:45Z,4148,BBWH,PIFSC,BEAKED_ANALYSIS,OD_CLICK_FM,DETECTED
